payment_id,payment_number,retainerinvoice_id,invoice_numbers,date,payment_mode,payment_mode_formatted,amount,bcy_amount,unused_amount,bcy_unused_amount,account_id,account_name,description,reference_number,customer_id,customer_name,created_time,last_modified_time,last_four_digits,gateway_transaction_id,payment_gateway,bcy_refunded_amount,applied_invoices,has_attachment,tags,documents,custom_fields_list,tax_account_id,tax_account_name,tax_amount_withheld,payment_type,payment_status,settlement_status,organization,timestamp
1516568000112744337,55088,,INV-060665,2025-04-02,Stripe,Stripe,12.84,18.37,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $0.75 ,ch_2R9OT9ogzzxGnOEz1OsbxJAo,1516568000089489035,Ultimate Properties and Logistics (USD),2025-04-02T06:24:29-0400,2025-04-02T06:24:29-0400,3718,ch_2R9OT9ogzzxGnOEz1OsbxJAo,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838028
1516568000112744215,55087,,INV-060664,2025-04-02,Stripe,Stripe,169.95,243.21,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $6.25 ,ch_2R9OT5ogzzxGnOEz1plbK8Xb,1516568000089489067,Morrisons Custom Feeds (USD),2025-04-02T06:24:24-0400,2025-04-02T06:24:24-0400,8709,ch_2R9OT5ogzzxGnOEz1plbK8Xb,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838029
1516568000112744103,55086,,INV-060663,2025-04-02,Stripe,Stripe,27.6,27.6,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $0.99 ,ch_2R9OT0ogzzxGnOEz1uXz2AfG,1516568000051966649,Dobbelsteyn Signs Ltd,2025-04-02T06:24:19-0400,2025-04-02T06:24:19-0400,6514,ch_2R9OT0ogzzxGnOEz1uXz2AfG,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838031
1516568000112743908,55085,,INV-060661,2025-04-02,Stripe,Stripe,35.0,50.09,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1.53 ,ch_2R9OSrogzzxGnOEz0qKjdQOl,1516568000060892003,F&J Trucking,2025-04-02T06:24:11-0400,2025-04-02T06:24:11-0400,3839,ch_2R9OSrogzzxGnOEz0qKjdQOl,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838032
1516568000112743802,55084,,INV-060660,2025-04-02,Stripe,Stripe,24.15,24.15,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $0.9 ,ch_2R9OSmogzzxGnOEz1NOk8vdW,1516568000041863487,4318617 Canada Inc,2025-04-02T06:24:06-0400,2025-04-02T06:24:06-0400,0561,ch_2R9OSmogzzxGnOEz1NOk8vdW,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838034
1516568000112743700,55083,,INV-060659,2025-04-02,Stripe,Stripe,51.98,51.98,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $1.6 ,ch_2R9OSiogzzxGnOEz0BR2tqNb,1516568000040271430,Sam Signs Inc,2025-04-02T06:24:01-0400,2025-04-02T06:24:01-0400,3697,ch_2R9OSiogzzxGnOEz0BR2tqNb,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838036
1516568000112743590,55082,,INV-060658,2025-04-02,Stripe,Stripe,27.7,27.7,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $0.99 ,ch_2R9OSdogzzxGnOEz1zKQBf4j,1516568000040425440,Kevron Recycling Incorporated,2025-04-02T06:23:57-0400,2025-04-02T06:23:57-0400,2337,ch_2R9OSdogzzxGnOEz1zKQBf4j,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838037
1516568000112743395,55081,,INV-060656,2025-04-02,Stripe,Stripe,438.52,438.52,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $11.26 ,ch_2R9OSWogzzxGnOEz1GOfFzrx,1516568000039383307,HAZOOR SINGH TRANSPORTATION INC. O/A 2306511 ONTARIO INC.,2025-04-02T06:23:49-0400,2025-04-02T06:23:49-0400,3772,ch_2R9OSWogzzxGnOEz1GOfFzrx,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838039
1516568000112743216,55080,,INV-060654,2025-04-02,Stripe,Stripe,276.5,395.69,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $9.98 ,ch_2R9OSNogzzxGnOEz0zI9XieB,1516568000032940471,Rocket Waste,2025-04-02T06:23:42-0400,2025-04-02T06:23:42-0400,1044,ch_2R9OSNogzzxGnOEz0zI9XieB,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838040
1516568000112742978,55079,,INV-060651,2025-04-02,Stripe,Stripe,197.35,282.42,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $7.21 ,ch_2R9OSDogzzxGnOEz1Id7W7bh,1516568000000204991,Fasttrac Freight Services,2025-04-02T06:23:31-0400,2025-04-02T06:23:31-0400,3008,ch_2R9OSDogzzxGnOEz1Id7W7bh,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838042
1516568000112742860,55078,,INV-060650,2025-04-02,Stripe,Stripe,53.56,76.65,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $2.17 ,ch_2R9OS8ogzzxGnOEz0714tvFm,1516568000001448890,"Cipriano Enterprises, Inc. dba RFC Excavating & Landscape Construction",2025-04-02T06:23:26-0400,2025-04-02T06:23:26-0400,0852,ch_2R9OS8ogzzxGnOEz0714tvFm,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838043
1516568000112742740,55077,,INV-060649,2025-04-02,Stripe,Stripe,29.82,42.67,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1.34 ,ch_2R9OS3ogzzxGnOEz0VV6mhfI,1516568000000212761,VED Trucking,2025-04-02T06:23:21-0400,2025-04-02T06:23:21-0400,1942,ch_2R9OS3ogzzxGnOEz0VV6mhfI,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838045
1516568000112742622,55076,,INV-060648,2025-04-02,Stripe,Stripe,59.74,85.49,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $2.39 ,ch_2R9ORyogzzxGnOEz0WR8jYqI,1516568000000209656,Premium Property,2025-04-02T06:23:16-0400,2025-04-02T06:23:16-0400,1808,ch_2R9ORyogzzxGnOEz0WR8jYqI,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838046
1516568000112742504,55075,,INV-060647,2025-04-02,Stripe,Stripe,2450.37,3506.6,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $86.06 ,ch_2R9ORtogzzxGnOEz03HLm6Qc,1516568000000202531,Blaine Brothers,2025-04-02T06:23:11-0400,2025-04-02T06:23:11-0400,2922,ch_2R9ORtogzzxGnOEz03HLm6Qc,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838047
1516568000112742317,55074,,INV-060645,2025-04-02,Stripe,Stripe,308.23,441.09,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $11.09 ,ch_2R9ORlogzzxGnOEz0pismy1T,1516568000000209161,Papenfuss Trucking,2025-04-02T06:23:03-0400,2025-04-02T06:23:03-0400,8907,ch_2R9ORlogzzxGnOEz0pismy1T,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838049
1516568000112742130,55073,,INV-060643,2025-04-02,Stripe,Stripe,1864.28,1864.28,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $46.91 ,ch_2R9ORdogzzxGnOEz0gmHkWzz,1516568000000258631,Lisbon Paving,2025-04-02T06:22:55-0400,2025-04-02T06:22:55-0400,8806,ch_2R9ORdogzzxGnOEz0gmHkWzz,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838050
1516568000112742004,55072,,INV-060642,2025-04-02,Stripe,Stripe,252.73,252.73,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $6.62 ,ch_2R9ORYogzzxGnOEz1SRc4a1v,1516568000000253231,BentallGreenOak (Canada),2025-04-02T06:22:50-0400,2025-04-02T06:22:50-0400,4870,ch_2R9ORYogzzxGnOEz1SRc4a1v,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838052
1516568000112625882,55071,,INV-060641,2025-04-02,Stripe,Stripe,57.89,57.89,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $1.75 ,ch_2R9ORTogzzxGnOEz017RF1dy,1516568000000261241,Providence Corrosion Ltd.,2025-04-02T06:22:45-0400,2025-04-02T06:22:45-0400,4933,ch_2R9ORTogzzxGnOEz017RF1dy,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838053
1516568000112625445,55070,,INV-060635,2025-04-02,Stripe,Stripe,441.41,441.41,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $11.34 ,ch_2R9OR9ogzzxGnOEz0c3lUXt4,1516568000000843127,Puro Clean Property Restoration,2025-04-02T06:22:24-0400,2025-04-02T06:22:24-0400,9990,ch_2R9OR9ogzzxGnOEz0c3lUXt4,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838054
1516568000112625322,55069,,INV-060634,2025-04-02,Stripe,Stripe,176.56,176.56,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $4.71 ,ch_2R9OR3ogzzxGnOEz1PIRCGi1,1516568000000842317,Pro North Roofing,2025-04-02T06:22:18-0400,2025-04-02T06:22:18-0400,4416,ch_2R9OR3ogzzxGnOEz1PIRCGi1,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838056
1516568000114040038,55247,,INV-060115,2025-04-02,Bank Transfer,Bank Transfer,1964.5,2794.19,0.0,0.0,1516568000043232058,Wise USD account,Received money from SEVEN POINT ENER with reference 23400075,23400075,1516568000000211096,"Seven Point Energy Services, Inc",2025-04-07T16:48:56-0400,2025-04-07T16:48:56-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838057
1516568000114038738,55243,,INV-059205,2025-04-02,Bank Transfer,Bank Transfer,463.05,463.05,0.0,0.0,1516568000043232062,Wise CAD account,Received money from Burnbrae Farms with reference PAYMENTS,PAYMENTS,1516568000000253681,Burnbrae Farms - Winnipeg (MB),2025-04-07T16:47:34-0400,2025-04-07T16:47:34-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838059
1516568000114017912,55235,,INV-058702,2025-04-02,Bank Transfer,Bank Transfer,6783.0,6783.0,0.0,0.0,1516568000001405148,RBC CAD E-Account,BILL PAYMENT,0.00E+00,1516568000003926507,Aecon Transportation West,2025-04-07T16:41:08-0400,2025-04-07T16:41:08-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838061
1516568000114017888,55234,,"INV-057973,INV-058932",2025-04-02,Bank Transfer,Bank Transfer,103.86,103.86,0.0,0.0,1516568000001405148,RBC CAD E-Account,,,1516568000000256036,Eurcan Int'l Trading & Logistics Co.,2025-04-07T16:27:46-0400,2025-04-14T15:16:16-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838062
1516568000112618272,55068,,INV-058593,2025-04-01,Stripe,Stripe,141.25,141.25,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $3.83 ,ch_2R9BhZogzzxGnOEz122kjxL7,1516568000072799059,JD logistics Inc,2025-04-01T16:46:31-0400,2025-04-01T16:46:31-0400,0157,ch_2R9BhZogzzxGnOEz122kjxL7,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838063
1516568000112595791,55067,,INV-059481,2025-04-01,Stripe,Stripe,154.0,220.38,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $5.69 ,ch_2R9BgNogzzxGnOEz1OsRtLlb,1516568000000201361,AL Prime Energy,2025-04-01T16:45:16-0400,2025-04-01T16:45:16-0400,7026,ch_2R9BgNogzzxGnOEz1OsRtLlb,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838065
1516568000112595708,55066,,INV-059480,2025-04-01,Stripe,Stripe,4453.0,6372.46,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $156.16 ,ch_2R9BgHogzzxGnOEz1Q3P9lS1,1516568000000201361,AL Prime Energy,2025-04-01T16:45:10-0400,2025-04-01T16:45:10-0400,7026,ch_2R9BgHogzzxGnOEz1Q3P9lS1,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838066
1516568000112166655,55065,,INV-060541,2025-04-01,Stripe,Stripe,25.0,35.78,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1.18 ,ch_2R9BchogzzxGnOEz0XkiApik,1516568000076467044,MD3 Transport LLC,2025-04-01T16:41:28-0400,2025-04-01T16:41:28-0400,1937,ch_2R9BchogzzxGnOEz0XkiApik,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838068
1516568000112139454,55064,,INV-059042,2025-04-01,Stripe,Stripe,210.0,300.03,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $7.65 ,ch_2R999wogzzxGnOEz12WvfmmG,1516568000027447151,Moore Trucking,2025-04-01T14:03:38-0400,2025-04-01T14:03:38-0400,2305,ch_2R999wogzzxGnOEz12WvfmmG,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838069
1516568000112166433,55063,,INV-060055,2025-04-01,Stripe,Stripe,1880.0,2706.42,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $66.1 ,ch_2R95eMogzzxGnOEz1TERXp5M,1516568000013632082,KCMO Fleet Services,2025-04-01T10:18:47-0400,2025-04-01T10:18:47-0400,7628,ch_2R95eMogzzxGnOEz1TERXp5M,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838073
1516568000112368013,55062,,INV-060631,2025-04-01,Stripe,Stripe,86.37,124.1,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $3.32 ,ch_2R91sDogzzxGnOEz0a1iCZ8T,1516568000089153639,Liberty Trailer Company Inc. (USD),2025-04-01T06:16:51-0400,2025-04-01T06:16:51-0400,8492,ch_2R91sDogzzxGnOEz0a1iCZ8T,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838074
1516568000112366903,55061,,INV-060630,2025-04-01,Stripe,Stripe,27.12,27.12,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $0.98 ,ch_2R91s8ogzzxGnOEz1fnp6BK2,1516568000070682014,Lachance Northlands,2025-04-01T06:16:45-0400,2025-04-01T06:16:45-0400,3019,ch_2R91s8ogzzxGnOEz1fnp6BK2,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838075
1516568000112366793,55060,,INV-060629,2025-04-01,Stripe,Stripe,43.77,62.89,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1.83 ,ch_2R91s2ogzzxGnOEz1K588GMa,1516568000050623023,Big Rich Hauling,2025-04-01T06:16:40-0400,2025-04-01T06:16:40-0400,8145,ch_2R91s2ogzzxGnOEz1K588GMa,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838077
1516568000112366679,55059,,INV-060628,2025-04-01,Stripe,Stripe,34.65,34.65,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $1.17 ,ch_2R91rxogzzxGnOEz1rZ7JeFo,1516568000051358027,Pacific RV Ventures Inc.,2025-04-01T06:16:35-0400,2025-04-01T06:16:35-0400,7808,ch_2R91rxogzzxGnOEz1rZ7JeFo,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838078
1516568000112366577,55058,,INV-060627,2025-04-01,Stripe,Stripe,84.75,84.75,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $2.42 ,ch_2R91rsogzzxGnOEz0O5959v7,1516568000002723137,Town Taxi Inc,2025-04-01T06:16:29-0400,2025-04-01T06:16:29-0400,6716,ch_2R91rsogzzxGnOEz0O5959v7,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838080
1516568000112366469,55057,,INV-060626,2025-04-01,Stripe,Stripe,201.0,288.81,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $7.34 ,ch_2R91rnogzzxGnOEz0jCGFxkP,1516568000043000067,Bermuda Skyport Corporation Ltd.,2025-04-01T06:16:25-0400,2025-04-01T06:16:25-0400,4241,ch_2R91rnogzzxGnOEz0jCGFxkP,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838081
1516568000112366349,55056,,INV-060625,2025-04-01,Stripe,Stripe,207.72,207.72,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $8.52 ,ch_2R91riogzzxGnOEz1fXWe8s1,1516568000021959775,Bracts & Pistils,2025-04-01T06:16:20-0400,2025-04-01T06:16:20-0400,1018,ch_2R91riogzzxGnOEz1fXWe8s1,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838083
1516568000112366229,55055,,INV-060624,2025-04-01,Stripe,Stripe,109.98,109.98,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $3.85 ,ch_2R91rcogzzxGnOEz0oQM2P7I,1516568000014753156,Beneco Packaging,2025-04-01T06:16:14-0400,2025-04-01T06:16:14-0400,1001,ch_2R91rcogzzxGnOEz0oQM2P7I,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838084
1516568000112366028,55054,,INV-060622,2025-04-01,Stripe,Stripe,119.9,119.9,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $3.3 ,ch_2R91rUogzzxGnOEz1lnk0Cyc,1516568000002775317,Bank-Strox Renovation INC,2025-04-01T06:16:05-0400,2025-04-01T06:16:05-0400,9900,ch_2R91rUogzzxGnOEz1lnk0Cyc,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838085
1516568000112365910,55053,,INV-060621,2025-04-01,Stripe,Stripe,119.92,119.92,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $4.2 ,ch_2R91rPogzzxGnOEz1M4ziAdZ,1516568000008991356,J. O. A Transport,2025-04-01T06:16:00-0400,2025-04-01T06:16:00-0400,2015,ch_2R91rPogzzxGnOEz1M4ziAdZ,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838087
1516568000112365802,55052,,INV-060620,2025-04-01,Stripe,Stripe,800.31,1149.92,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $28.31 ,ch_2R91rKogzzxGnOEz1AlA0sDH,1516568000007053011,RRR Tire,2025-04-01T06:15:55-0400,2025-04-01T06:15:55-0400,8788,ch_2R91rKogzzxGnOEz1AlA0sDH,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838088
1516568000112365682,55051,,INV-060619,2025-04-01,Stripe,Stripe,161.45,231.98,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $5.95 ,ch_2R91rFogzzxGnOEz1XeYYOso,1516568000007558093,Hugills Roll-Off Service Inc,2025-04-01T06:15:51-0400,2025-04-01T06:15:51-0400,2782,ch_2R91rFogzzxGnOEz1XeYYOso,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838090
1516568000112365566,55050,,INV-060618,2025-04-01,Stripe,Stripe,748.5,1075.48,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $26.5 ,ch_2R91rAogzzxGnOEz0votueta,1516568000005669620,St. Maarten Shipping & Stevedoring,2025-04-01T06:15:45-0400,2025-04-01T06:15:45-0400,1820,ch_2R91rAogzzxGnOEz0votueta,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838091
1516568000112365450,55049,,INV-060617,2025-04-01,Stripe,Stripe,292.57,420.38,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $10.54 ,ch_2R91r4ogzzxGnOEz1d26nSuz,1516568000005504274,Methuen Auto care,2025-04-01T06:15:40-0400,2025-04-01T06:15:40-0400,6881,ch_2R91r4ogzzxGnOEz1d26nSuz,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838092
1516568000112365190,55048,,INV-060614,2025-04-01,Stripe,Stripe,566.78,566.78,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $14.47 ,ch_2R91qsogzzxGnOEz1vnqXzd1,1516568000002067003,Rethink Resource,2025-04-01T06:15:27-0400,2025-04-01T06:15:27-0400,0193,ch_2R91qsogzzxGnOEz1vnqXzd1,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838094
1516568000112365062,55047,,INV-060613,2025-04-01,Stripe,Stripe,111.24,159.83,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $4.19 ,ch_2R91qnogzzxGnOEz1C8a09Nt,1516568000002751449,Toledo Spring Service,2025-04-01T06:15:22-0400,2025-04-01T06:15:22-0400,7750,ch_2R91qnogzzxGnOEz1C8a09Nt,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838095
1516568000112364944,55046,,INV-060612,2025-04-01,Stripe,Stripe,494.76,710.89,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $17.62 ,ch_2R91qhogzzxGnOEz0CEP0lK0,1516568000000211366,Solo Foods Inc.,2025-04-01T06:15:17-0400,2025-04-01T06:15:17-0400,4793,ch_2R91qhogzzxGnOEz0CEP0lK0,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838097
1516568000112364824,55045,,INV-060611,2025-04-01,Stripe,Stripe,301.79,433.63,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $10.86 ,ch_2R91qcogzzxGnOEz1TTFZBxg,1516568000000202141,B xpress INC,2025-04-01T06:15:12-0400,2025-04-01T06:15:12-0400,3629,ch_2R91qcogzzxGnOEz1TTFZBxg,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838098
1516568000112364702,55044,,INV-060610,2025-04-01,Stripe,Stripe,278.1,399.59,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $10.03 ,ch_2R91qWogzzxGnOEz1K8XXcaW,1516568000000202921,Cariati Developers,2025-04-01T06:15:06-0400,2025-04-01T06:15:06-0400,5349,ch_2R91qWogzzxGnOEz1K8XXcaW,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838099
1516568000112364446,55043,,INV-060607,2025-04-01,Stripe,Stripe,2268.06,3258.86,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $79.68 ,ch_2R91qKogzzxGnOEz1nJXl0Gh,1516568000000860475,"The Barricade Company, LLC",2025-04-01T06:14:55-0400,2025-04-01T06:14:55-0400,1043,ch_2R91qKogzzxGnOEz1nJXl0Gh,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838101
1516568000112364318,55042,,INV-060606,2025-04-01,Stripe,Stripe,164.39,236.2,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $6.05 ,ch_2R91qFogzzxGnOEz1EPOONmV,1516568000000209071,Orono Police Department,2025-04-01T06:14:49-0400,2025-04-01T06:14:49-0400,3349,ch_2R91qFogzzxGnOEz1EPOONmV,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838102
1516568000112364133,55041,,INV-060604,2025-04-01,Stripe,Stripe,123.6,177.59,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $4.63 ,ch_2R91q6ogzzxGnOEz0AdBLSsL,1516568000000206251,human-I-T,2025-04-01T06:14:41-0400,2025-04-01T06:14:41-0400,0578,ch_2R91q6ogzzxGnOEz0AdBLSsL,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838104
1516568000112363769,55040,,INV-060599,2025-04-01,Stripe,Stripe,196.18,196.18,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $5.2 ,ch_2R91ppogzzxGnOEz13qZl3vH,1516568000000254701,Cool Check Air Conditioning,2025-04-01T06:14:23-0400,2025-04-01T06:14:23-0400,4749,ch_2R91ppogzzxGnOEz13qZl3vH,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838105
1516568000112363523,55039,,INV-060596,2025-04-01,Stripe,Stripe,182.33,182.33,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $4.86 ,ch_2R91peogzzxGnOEz1qWEksDp,1516568000000260476,OVERHEAD DOOR CO. ST. CATHARINES LTD.,2025-04-01T06:14:11-0400,2025-04-01T06:14:11-0400,7500,ch_2R91peogzzxGnOEz1qWEksDp,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.838106
