invoice_number,customer_name,due_date,total,balance,status,payment_mode,organization
INV-060991,Dufferin Peel Catholic District School Board,2025-05-11,9763.2,9763.2,sent,N/A,GoFleet Corporation
INV-060990,Miller Waste Systems,2025-05-11,158.2,158.2,sent,N/A,GoFleet Corporation
INV-060989,Inertia Hydrovac,2025-05-11,913.5,913.5,sent,N/A,GoFleet Corporation
INV-060988,General Moving Carriers,2025-05-11,50.4,50.4,sent,N/A,GoFleet Corporation
INV-060987,Rogue Inc,2025-05-11,118.65,118.65,sent,N/A,GoFleet Corporation
INV-060986,Myers Well Service,2025-05-11,293.0,0.0,paid,N/A,GoFleet Corporation
INV-060985,JASKIRAT SINGH,2025-04-11,211.88,0.0,paid,N/A,GoFleet Corporation
INV-060984,Onsight Healthcare,2025-05-11,126.0,126.0,sent,N/A,GoFleet Corporation
INV-060983,Clp Transport & Logistics LLC,2025-05-11,30.9,0.0,paid,N/A,GoFleet Corporation
INV-060982,Down to Earth,2025-04-11,26.54,26.54,overdue,N/A,GoFleet Corporation
INV-060981,K&K Repair Service,2025-05-11,605.64,0.0,paid,N/A,GoFleet Corporation
INV-060980,K&S Logging Ltd,2025-05-11,213.02,0.0,paid,N/A,GoFleet Corporation
INV-060979,Ferme Cantin & Laroche inc.,2025-05-11,28.17,0.0,paid,N/A,GoFleet Corporation
INV-060978,Green Meadows Landscape,2025-05-11,193.87,0.0,paid,N/A,GoFleet Corporation
INV-060977,Now or Never Trucking LLC,2025-05-11,23.7,0.0,paid,N/A,GoFleet Corporation
INV-060976,TZR Contracting,2025-05-11,461.6,0.0,paid,N/A,GoFleet Corporation
INV-060975,CS Trucking LLC - Curry Supply,2025-05-11,367.7,367.7,sent,N/A,GoFleet Corporation
INV-060974,CS Trucking LLC,2025-05-11,183.65,0.0,paid,N/A,GoFleet Corporation
INV-060973,Lord Baltimore Uniform,2025-05-11,504.9,0.0,paid,N/A,GoFleet Corporation
INV-060972,Francescoslimo & Coach Service,2025-05-11,0.0,0.0,paid,N/A,GoFleet Corporation
INV-060971,Lewis Motor Sales Inc.,2025-05-11,5234.16,0.0,paid,N/A,GoFleet Corporation
INV-060970,Wagg's Petroleum Equipment Ltd,2025-05-11,1332.87,0.0,paid,N/A,GoFleet Corporation
INV-060969,Newimage Contracting Ltd,2025-05-11,172.2,0.0,paid,N/A,GoFleet Corporation
INV-060968,Ottawa Valley Waste Recovery Centre,2025-05-11,106.79,0.0,paid,N/A,GoFleet Corporation
INV-060967,AISH Transport Inc,2025-05-11,348.51,0.0,paid,N/A,GoFleet Corporation
INV-060966,Mid Island Cabinets,2025-05-11,107.3,0.0,paid,N/A,GoFleet Corporation
INV-060965,Rogmay Services Ltd,2025-05-11,1031.04,1031.04,sent,N/A,GoFleet Corporation
INV-060964,Promation,2025-05-11,59.91,0.0,paid,N/A,GoFleet Corporation
INV-060963,Spark Express,2025-04-10,338.1,0.0,paid,N/A,GoFleet Corporation
INV-060962,JUST Logistics Group,2025-05-10,3874.5,3874.5,sent,N/A,GoFleet Corporation
INV-060961,Innovate Digital LLC,2025-05-10,90.64,90.64,sent,N/A,GoFleet Corporation
INV-060960,LC Trucking Services,2025-05-10,50.0,0.0,paid,N/A,GoFleet Corporation
INV-060959,Ellis Moving & Storage,2025-05-10,204.41,204.41,sent,N/A,GoFleet Corporation
INV-060958,"Highland Global, Inc.",2025-05-10,30.51,30.51,sent,N/A,GoFleet Corporation
INV-060957,Lachance Enterprises,2025-05-10,55.39,0.0,paid,N/A,GoFleet Corporation
INV-060956,Mint Tiny House Company,2025-05-10,27.48,27.48,sent,N/A,GoFleet Corporation
INV-060955,J & K Farms Ltd,2025-05-10,53.08,0.0,paid,N/A,GoFleet Corporation
INV-060954,2232604 Ontario Inc,2025-05-10,53.08,0.0,paid,N/A,GoFleet Corporation
INV-060953,Provo Transportation,2025-05-10,80.0,0.0,paid,N/A,GoFleet Corporation
INV-060952,Polk's Meat Products,2025-05-10,103.0,0.0,paid,N/A,GoFleet Corporation
INV-060951,Marks Supply Inc.,2025-05-10,1281.42,1281.42,sent,N/A,GoFleet Corporation
INV-060950,Consolidated Shotcrete INC,2025-05-10,360.0,0.0,paid,N/A,GoFleet Corporation
INV-060949,Map International,2025-05-10,85.88,0.0,paid,N/A,GoFleet Corporation
INV-060948,Cam MacIntosh Roadside Fuel Services,2025-05-10,298.57,0.0,paid,N/A,GoFleet Corporation
INV-060947,Quality Transfer,2025-05-10,129.78,0.0,paid,N/A,GoFleet Corporation
INV-060946,EWASTE+,2025-05-10,362.56,0.0,paid,N/A,GoFleet Corporation
INV-060945,Toram Mechanical,2025-05-10,201.95,0.0,paid,N/A,GoFleet Corporation
INV-060944,BentallGreenOak,2025-05-10,421.21,0.0,paid,N/A,GoFleet Corporation
INV-060943,Macay Enterprises,2025-05-10,171.84,0.0,paid,N/A,GoFleet Corporation
INV-060942,Unique Store Fixtures Ltd,2025-05-10,152.33,152.33,sent,N/A,GoFleet Corporation
INV-060941,The Grounds Guys of Oakville,2025-05-10,345.51,0.0,paid,N/A,GoFleet Corporation
INV-060940,Guru Road Connections Ltd,2025-05-10,932.4,932.4,sent,N/A,GoFleet Corporation
INV-060939,Ramcom Communications Inc,2025-05-10,159.25,159.25,sent,N/A,GoFleet Corporation
INV-060938,CR&R Waste,2025-05-09,105.0,105.0,sent,N/A,GoFleet Corporation
INV-060937,CR&R Waste,2025-05-09,965.0,965.0,sent,N/A,GoFleet Corporation
INV-060936,CR&R Waste,2025-05-09,1956.0,1956.0,sent,N/A,GoFleet Corporation
INV-060935,Miller Waste Systems,2025-05-09,565.0,565.0,sent,N/A,GoFleet Corporation
INV-060934,Advanced Fleet GPS,2025-04-09,145.77,145.77,overdue,N/A,GoFleet Corporation
INV-060933,Lewis Motor Sales Inc.,2025-05-09,240.97,240.97,sent,N/A,GoFleet Corporation
INV-060932,Dufresne Furniture,2025-05-09,2422.54,2422.54,sent,N/A,GoFleet Corporation
INV-060931,EBS Geostructural INC.,2025-05-09,236.17,236.17,sent,N/A,GoFleet Corporation
INV-060930,Nature Fresh Inc,2025-05-09,293.8,293.8,sent,N/A,GoFleet Corporation
INV-060929,Regional Municipality of York,2025-05-09,1502.9,1502.9,sent,N/A,GoFleet Corporation
INV-060928,Marks Supply Inc.,2025-05-09,537.99,537.99,sent,N/A,GoFleet Corporation
INV-060927,TPS Group Of Companies,2025-05-09,169.5,169.5,sent,N/A,GoFleet Corporation
INV-060926,Regional Municipality of York,2025-05-09,565.0,565.0,sent,N/A,GoFleet Corporation
INV-060925,"Energy Transportation, LLC",2025-05-09,5303.0,0.0,paid,N/A,GoFleet Corporation
INV-060924,Miller Waste Systems,2025-05-09,158.2,158.2,sent,N/A,GoFleet Corporation
INV-060923,Miller Waste Systems,2025-05-09,158.2,0.0,paid,N/A,GoFleet Corporation
INV-060922,Auto Glass Worx,2025-05-09,0.0,0.0,draft,N/A,GoFleet Corporation
INV-060921,OLYMPIC EXPRESS INC,2025-05-09,397.76,0.0,paid,N/A,GoFleet Corporation
INV-060920,Cascades Canada ULC,2025-05-09,676.87,676.87,sent,N/A,GoFleet Corporation
INV-060919,Robertson Landscaping,2025-05-09,118.65,0.0,paid,N/A,GoFleet Corporation
INV-060918,Memios LLC,2025-05-09,45.32,0.0,paid,N/A,GoFleet Corporation
INV-060917,Khobran Holdings Ltd,2025-04-09,76.38,0.0,paid,N/A,GoFleet Corporation
INV-060916,Northern Log Hauling Ltd,2025-04-09,229.15,0.0,paid,N/A,GoFleet Corporation
INV-060915,Simtech Solutions,2025-05-09,69.24,0.0,paid,N/A,GoFleet Corporation
INV-060914,Kile Contr Inc,2025-05-09,27.12,0.0,paid,N/A,GoFleet Corporation
INV-060913,J&K Hydroseeding & Mulching,2025-05-09,27.7,0.0,paid,N/A,GoFleet Corporation
INV-060912,Ibexcomm Import Export Inc,2025-04-09,25.78,0.0,paid,N/A,GoFleet Corporation
INV-060911,Mohawk Networks LLC,2025-04-09,123.6,0.0,paid,N/A,GoFleet Corporation
INV-060910,Koda Resources,2025-05-09,45.0,0.0,paid,N/A,GoFleet Corporation
INV-060909,EM Dynamics Inc,2025-04-09,57.7,0.0,paid,N/A,GoFleet Corporation
INV-060908,SCI-US/Miami PCC,2025-05-09,105.0,0.0,paid,N/A,GoFleet Corporation
INV-060907,Kenwell Trucking,2025-05-09,27.12,0.0,paid,N/A,GoFleet Corporation
INV-060906,Applied Construction Solutions,2025-05-09,1178.0,0.0,paid,N/A,GoFleet Corporation
INV-060905,Peninsula Glass Inc,2025-04-09,336.18,0.0,paid,N/A,GoFleet Corporation
INV-060904,University of Guelph,2025-04-09,144.64,144.64,overdue,N/A,GoFleet Corporation
INV-060903,Granite Heavy Equipment Repair,2025-05-09,32.34,0.0,paid,N/A,GoFleet Corporation
INV-060902,Canadian Craft Tours ltd,2025-05-09,1389.56,0.0,paid,N/A,GoFleet Corporation
INV-060901,Dogwalks,2025-05-09,148.32,0.0,paid,N/A,GoFleet Corporation
INV-060900,J. Carpiolin Transport,2025-05-09,92.7,0.0,paid,N/A,GoFleet Corporation
INV-060899,Sigfusson Northern,2025-05-09,9450.13,9450.13,sent,N/A,GoFleet Corporation
INV-060898,Upper Canada Forestry,2025-05-09,11296.61,11296.61,sent,N/A,GoFleet Corporation
INV-060897,WH Long Companies,2025-05-09,203.42,0.0,paid,N/A,GoFleet Corporation
INV-060896,Architectural Millwork Design,2025-05-09,214.7,0.0,paid,N/A,GoFleet Corporation
INV-060895,Bossier Parish EMS,2025-05-09,330.0,330.0,sent,N/A,GoFleet Corporation
INV-060894,"Keyhole Technologies, LLC",2025-05-09,19.57,0.0,paid,N/A,GoFleet Corporation
INV-060893,"Controlled Waste Systems, Inc. / CWSI",2025-04-09,679.8,0.0,paid,N/A,GoFleet Corporation
INV-060892,South Plainfield EMS,2025-05-09,192.0,0.0,paid,N/A,GoFleet Corporation
INV-060891,Subsurface Construction,2025-05-09,917.37,0.0,paid,N/A,GoFleet Corporation
INV-060890,Riverside Concrete Forming,2025-05-09,1073.5,0.0,paid,N/A,GoFleet Corporation
INV-060889,Borderline Transport,2025-05-09,131.32,0.0,paid,N/A,GoFleet Corporation
INV-060888,Apollo Truck Repair,2025-05-09,249.26,249.26,sent,N/A,GoFleet Corporation
INV-060887,Eurcan Int'l Trading & Logistics Co.,2025-05-09,51.93,51.93,sent,N/A,GoFleet Corporation
INV-060886,Progressive Telecom Inc,2025-05-09,640.64,640.64,sent,N/A,GoFleet Corporation
INV-060885,Burnbrae Farms - Calgary,2025-05-09,925.05,925.05,sent,N/A,GoFleet Corporation
INV-060884,CR&R Waste,2025-05-08,1746.5,1746.5,sent,N/A,GoFleet Corporation
INV-060883,CR&R Waste,2025-05-08,1736.5,1736.5,sent,N/A,GoFleet Corporation
INV-060882,CR&R Waste,2025-05-08,1631.5,1631.5,sent,N/A,GoFleet Corporation
INV-060881,CR&R Waste,2025-05-08,1462.0,1462.0,sent,N/A,GoFleet Corporation
INV-060880,CR&R Waste,2025-05-08,1831.0,1831.0,sent,N/A,GoFleet Corporation
INV-060879,CR&R Waste,2025-05-08,2081.5,2081.5,sent,N/A,GoFleet Corporation
INV-060878,CR&R Waste,2025-05-08,1032.2,1032.2,sent,N/A,GoFleet Corporation
INV-060877,CR&R Waste,2025-05-08,1831.0,1831.0,sent,N/A,GoFleet Corporation
INV-060876,CR&R Waste,2025-05-08,2081.5,2081.5,sent,N/A,GoFleet Corporation
INV-060875,CR&R Waste,2025-05-08,2081.5,2081.5,sent,N/A,GoFleet Corporation
INV-059044_,Upper Canada Forestry,2025-03-31,218.5,0.0,paid,N/A,GoFleet Corporation
INV-060874,Pioneer Resources LLC,2025-05-08,43.0,0.0,paid,N/A,GoFleet Corporation
INV-060873,907 Electric Alaska (USD),2025-05-08,261.77,0.0,paid,N/A,GoFleet Corporation
INV-060872,MJP logistics LLC,2025-05-08,21.63,0.0,paid,N/A,GoFleet Corporation
INV-060871,Centra Pipelines,2025-05-08,61.02,0.0,paid,N/A,GoFleet Corporation
INV-060870,CarBodyLab California LLC,2025-05-08,213.0,213.0,sent,N/A,GoFleet Corporation
INV-060869,Coast Provision,2025-05-08,71.17,0.0,paid,N/A,GoFleet Corporation
INV-060868,Terry Mckeeman Trucking,2025-05-08,24.7,0.0,paid,N/A,GoFleet Corporation
INV-060867,A & A Transport LLC,2025-05-08,252.35,252.35,sent,N/A,GoFleet Corporation
INV-060866,Vale Canada Limited,2025-05-08,41.48,41.48,sent,N/A,GoFleet Corporation
INV-060865,Gercin Enterprises Inc,2025-05-08,72.45,0.0,paid,N/A,GoFleet Corporation
INV-060864,Brad's Float Service,2025-05-08,28.85,28.85,sent,N/A,GoFleet Corporation
INV-060863,TOWNSEND DOOR & MILLWORK LTD,2025-05-08,29.92,0.0,paid,N/A,GoFleet Corporation
INV-060862,The Squires Lawn & Garden,2025-05-08,938.18,0.0,paid,N/A,GoFleet Corporation
INV-060861,Integrity-Emmons LLC,2025-05-08,415.76,0.0,paid,N/A,GoFleet Corporation
INV-060860,"Village Supply, Inc.",2025-05-08,150.0,150.0,sent,N/A,GoFleet Corporation
INV-060859,Caplinger Company,2025-05-08,1664.0,1664.0,sent,N/A,GoFleet Corporation
INV-060858,Brothers H D D Inc.,2025-05-08,1372.04,0.0,paid,N/A,GoFleet Corporation
INV-060857,Vale Canada Limited,2025-05-08,624.89,624.89,sent,N/A,GoFleet Corporation
INV-060856,Festival Hydro,2025-05-08,225.72,225.72,sent,N/A,GoFleet Corporation
INV-060855,Auto Glass Worx,2025-05-08,138.24,0.0,paid,N/A,GoFleet Corporation
INV-060854,Thirst First Coffee Services,2025-05-08,673.82,0.0,paid,N/A,GoFleet Corporation
INV-060853,Burnbrae Farms - Island Egg BC,2025-05-08,462.21,462.21,sent,N/A,GoFleet Corporation
INV-060852,Trylon TSF Inc.,2025-05-08,264.42,0.0,paid,N/A,GoFleet Corporation
INV-060851,Shortgrass Library Board,2025-05-08,55.72,0.0,paid,N/A,GoFleet Corporation
INV-060850,Dufferin Peel Catholic District School Board,2025-05-08,1579.18,1579.18,sent,N/A,GoFleet Corporation
INV-060849,Cascades Canada ULC,2025-05-07,1220.4,1220.4,void,N/A,GoFleet Corporation
INV-060848,Cascades Canada ULC,2025-05-07,1423.8,1423.8,sent,N/A,GoFleet Corporation
INV-060847,"Go Happy Transportation, Inc",2025-05-07,465.0,0.0,paid,N/A,GoFleet Corporation
INV-060846,MAC Towing & Hauling LLC,2025-05-07,24.0,0.0,paid,N/A,GoFleet Corporation
INV-060845,EVERGLADES HARVESTING INC,2025-05-07,350.0,350.0,sent,N/A,GoFleet Corporation
INV-060844,Global Wildfire,2025-05-07,69.0,0.0,paid,N/A,GoFleet Corporation
INV-060843,Konveni Holding Limited,2025-05-07,27.7,0.0,paid,N/A,GoFleet Corporation
INV-060842,Polyethics Industries,2025-05-07,22.6,0.0,paid,N/A,GoFleet Corporation
INV-060841,Odd Job Rod,2025-04-07,34.62,0.0,paid,N/A,GoFleet Corporation
INV-060840,Chosen1logistics,2025-05-07,30.0,30.0,sent,N/A,GoFleet Corporation
INV-060839,Dawood Khan,2025-05-07,51.56,0.0,paid,N/A,GoFleet Corporation
INV-060838,Costy's Energy Service,2025-05-07,790.0,0.0,paid,N/A,GoFleet Corporation
INV-060837,The B.O.R. Aggregate Company INC.,2025-05-07,53.08,0.0,paid,N/A,GoFleet Corporation
INV-060836,Trendline Logistics INC,2025-05-07,34.65,0.0,paid,N/A,GoFleet Corporation
INV-060835,Mission Building Supplies,2025-05-07,420.0,0.0,paid,N/A,GoFleet Corporation
INV-060834,First Choice Transporters,2025-05-07,25.75,0.0,paid,N/A,GoFleet Corporation
INV-060833,Niagara Fitness,2025-05-07,189.84,0.0,paid,N/A,GoFleet Corporation
INV-060832,The Grounds Guys of Newmarket,2025-05-07,57.7,0.0,paid,N/A,GoFleet Corporation
INV-060831,KPS Forwarding,2025-05-07,44.62,44.62,sent,N/A,GoFleet Corporation
INV-060830,Rice Transport Inc,2025-05-07,55.62,0.0,paid,N/A,GoFleet Corporation
INV-060829,Merit Medical,2025-05-07,172.52,0.0,paid,N/A,GoFleet Corporation
INV-060828,Huron Alloys,2025-05-07,118.65,118.65,sent,N/A,GoFleet Corporation
INV-060827,Province Electric Supply,2025-05-07,500.9,0.0,paid,N/A,GoFleet Corporation
INV-060826,Burnbrae Farms - Strathroy (ON),2025-05-07,892.7,892.7,sent,N/A,GoFleet Corporation
INV-060825,Foss National Leasing Ltd.,2025-05-06,218.09,218.09,sent,N/A,GoFleet Corporation
INV-060824,Lian sheng Wholesale,2025-05-06,210.0,210.0,sent,N/A,GoFleet Corporation
INV-060823,"Public Utilities Maintenance, Inc.",2025-05-06,320.0,320.0,sent,N/A,GoFleet Corporation
INV-060822,Mistic Hauling Inc,2025-05-06,87.15,87.15,sent,N/A,GoFleet Corporation
INV-060821,District of Summerland,2025-05-06,1597.92,0.0,paid,N/A,GoFleet Corporation
INV-060820,Eco Sense Holdings Limited,2025-05-06,33.6,0.0,paid,N/A,GoFleet Corporation
INV-060819,Monica Baldwin (USD),2025-05-06,28.79,0.0,paid,N/A,GoFleet Corporation
INV-060818,Palladino Auto Group,2025-05-06,30.51,0.0,paid,N/A,GoFleet Corporation
INV-060817,Air Measurement LLC,2025-04-06,23.69,0.0,paid,N/A,GoFleet Corporation
INV-060816,Stahlke Services llc,2025-04-06,12.5,0.0,paid,N/A,GoFleet Corporation
INV-060815,Nirvana logistics,2025-05-06,27.7,0.0,paid,N/A,GoFleet Corporation
INV-060814,Tin Shack Ltd,2025-05-06,25.99,0.0,paid,N/A,GoFleet Corporation
INV-060813,SAM Construction Group LLC,2025-05-06,1236.25,0.0,paid,N/A,GoFleet Corporation
INV-060812,Bins on Wheels,2025-05-06,26.44,26.44,sent,N/A,GoFleet Corporation
INV-060811,Legendary Motorcar Company,2025-05-06,53.08,0.0,paid,N/A,GoFleet Corporation
INV-060810,Trans-Cold,2025-05-06,1056.98,0.0,paid,N/A,GoFleet Corporation
INV-060809,Mirmil Products Millwork,2025-05-06,184.1,0.0,paid,N/A,GoFleet Corporation
INV-060808,Joe Johnson Equipment,2025-05-06,29947.26,29947.26,sent,N/A,GoFleet Corporation
INV-060807,Rayan Investments Ltd,2025-05-06,2488.6,0.0,paid,N/A,GoFleet Corporation
INV-060806,Danico Landscaping,2025-05-06,556.23,0.0,paid,N/A,GoFleet Corporation
INV-060805,GNB Global Inc.,2025-05-06,1144.0,0.0,paid,N/A,GoFleet Corporation
INV-060804,ABSOLUTE INTERIOR,2025-05-06,1499.05,0.0,paid,N/A,GoFleet Corporation
INV-060803,Taylor Moving,2025-05-06,518.67,0.0,paid,N/A,GoFleet Corporation
INV-060802,Sources Community Resources Centers,2025-05-06,991.84,0.0,paid,N/A,GoFleet Corporation
INV-060801,Gurdev Logistics Inc,2025-05-05,33.9,0.0,paid,N/A,GoFleet Corporation
INV-060800,"Pentaurus, LLC (USD)",2025-05-05,370.48,0.0,paid,N/A,GoFleet Corporation
INV-060799,Dunrite Rubber & Plastic,2025-05-05,61.02,61.02,sent,N/A,GoFleet Corporation
INV-060798,Silver Star Movers Inc,2025-05-05,210.0,0.0,paid,N/A,GoFleet Corporation
INV-060797,Viveck Aryan Transport Inc,2025-04-05,30.51,0.0,paid,N/A,GoFleet Corporation
INV-060796,Brad Aitken dba Brad Aitken & Sons Trucking,2025-04-05,47.38,0.0,paid,N/A,GoFleet Corporation
INV-060795,McElhaney Trucking,2025-05-05,142.14,0.0,paid,N/A,GoFleet Corporation
INV-060794,Twin city used cars,2025-05-05,26.78,0.0,paid,N/A,GoFleet Corporation
INV-060793,Reuther Farms,2025-05-05,26.55,0.0,paid,N/A,GoFleet Corporation
INV-060792,Simon Van Spronsen Greenhouses Ltd,2025-05-05,27.7,0.0,paid,N/A,GoFleet Corporation
INV-060791,Cresco lines,2025-05-05,20.0,20.0,sent,N/A,GoFleet Corporation
INV-060790,"Public Utilities Maintenance, Inc.",2025-05-05,648.05,0.0,paid,N/A,GoFleet Corporation
INV-060789,CMI Heavy Industries,2025-04-05,31.15,0.0,paid,N/A,GoFleet Corporation
INV-060788,Capital City Renewables,2025-05-05,80.0,0.0,paid,N/A,GoFleet Corporation
INV-060787,Imperial Fence,2025-05-05,650.88,0.0,paid,N/A,GoFleet Corporation
INV-060786,Cugini Landscaping,2025-05-05,46.05,0.0,paid,N/A,GoFleet Corporation
INV-060785,EARLBECK GASES & TECHNOLOGIES,2025-05-05,199.5,199.5,sent,N/A,GoFleet Corporation
INV-060784,Tolko Industries - Cariboo Woodlands (CRW),2025-05-05,2582.89,0.0,paid,N/A,GoFleet Corporation
INV-060783,Electrical Contracting,2025-05-05,503.71,503.71,sent,N/A,GoFleet Corporation
INV-060782,Maid Simply,2025-05-05,159.25,0.0,paid,N/A,GoFleet Corporation
INV-060781,Just Junk Franchising Corp,2025-05-05,3000.4,0.0,paid,N/A,GoFleet Corporation
INV-060780,Cascades Canada ULC,2025-05-04,7119.0,7119.0,sent,N/A,GoFleet Corporation
INV-060779,Williams Form Engineering Corp.,2025-05-04,111.87,111.87,sent,N/A,GoFleet Corporation
INV-060778,Pristine Pools,2025-05-04,259.9,0.0,paid,N/A,GoFleet Corporation
INV-060777,KMG Services Inc.,2025-05-04,1130.0,0.0,paid,N/A,GoFleet Corporation
INV-060776,Premier Concrete Pumping,2025-05-04,621.5,621.5,sent,N/A,GoFleet Corporation
INV-060775,Oregon Department of Transportation (ODOT),2025-05-04,18691.33,18691.33,sent,N/A,GoFleet Corporation
INV-060774,Speedy Transport Group Inc.,2025-05-04,206.79,206.79,sent,N/A,GoFleet Corporation
INV-060773,TRI-AIR SYSTEMS,2025-05-04,213.57,0.0,paid,N/A,GoFleet Corporation
INV-060772,Regional Municipality of York,2025-05-04,1715.85,1715.85,sent,N/A,GoFleet Corporation
INV-060771,Speedy Transport Group Inc.,2025-05-04,9076.16,9076.16,sent,N/A,GoFleet Corporation
INV-060770,Oregon Department of Transportation (ODOT),2025-05-04,550.0,550.0,sent,N/A,GoFleet Corporation
INV-060769,PHS Transport,2025-04-04,543.9,0.0,paid,N/A,GoFleet Corporation
INV-060768,Miller Waste Systems,2025-05-04,209.05,0.0,paid,N/A,GoFleet Corporation
INV-060767,2342652 Ontario Inc,2025-05-04,358.32,0.0,paid,N/A,GoFleet Corporation
INV-060766,Diversified Ventures,2025-05-04,57.63,0.0,paid,N/A,GoFleet Corporation
INV-060765,1436561 Ontario Inc,2025-05-04,105.93,0.0,paid,N/A,GoFleet Corporation
INV-060764,"DDM Materials, Inc.",2025-05-04,2312.25,0.0,paid,N/A,GoFleet Corporation
INV-060763,Movers4you Inc.,2025-05-04,43.28,0.0,paid,N/A,GoFleet Corporation
INV-060762,Glenway Distribution,2025-05-04,629.86,0.0,paid,N/A,GoFleet Corporation
INV-060761,"Energy Transportation, LLC",2025-05-04,8915.42,0.0,paid,N/A,GoFleet Corporation
INV-060760,Beimel Transportation Services,2025-05-04,1891.9,0.0,paid,N/A,GoFleet Corporation
INV-060759,Myers Well Service,2025-05-04,5963.6,0.0,paid,N/A,GoFleet Corporation
INV-060758,AL Prime Energy,2025-05-04,768.38,0.0,paid,N/A,GoFleet Corporation
INV-060757,Keister Miller Investments,2025-05-04,2293.98,2293.98,sent,N/A,GoFleet Corporation
INV-060756,"Scapes, inc",2025-04-04,308.23,0.0,paid,N/A,GoFleet Corporation
INV-060755,Green Ford Lincoln,2025-05-04,119.5,0.0,paid,N/A,GoFleet Corporation
INV-060754,Whiskey Run,2025-05-04,257.29,0.0,paid,N/A,GoFleet Corporation
INV-060753,Renaissance Trucking,2025-05-04,74.16,0.0,paid,N/A,GoFleet Corporation
INV-060752,Approved Site Services,2025-05-04,2188.08,2188.08,sent,N/A,GoFleet Corporation
INV-060751,Rogue Inc,2025-05-04,4022.24,4022.24,sent,N/A,GoFleet Corporation
INV-060750,A1 Building Supplies Ltd.,2025-05-04,392.0,392.0,sent,N/A,GoFleet Corporation
INV-060749,T. Simpson Roofing,2025-05-04,461.03,0.0,paid,N/A,GoFleet Corporation
INV-060748,Fillware Technologies Inc.,2025-05-04,461.03,0.0,paid,N/A,GoFleet Corporation
INV-060747,Ontario Aluminum & Glass,2025-05-04,77.9,0.0,paid,N/A,GoFleet Corporation
INV-060746,Burnbrae Farms - St. Zotique (QC),2025-05-04,1222.2,1222.2,sent,N/A,GoFleet Corporation
INV-060745,Build with Care,2025-05-04,662.22,0.0,paid,N/A,GoFleet Corporation
INV-060744,Maple Lane Farm Service,2025-04-04,342.39,0.0,paid,N/A,GoFleet Corporation
INV-060743,Towtal Roadside Solutions Inc.,2025-04-04,1508.55,1508.55,overdue,N/A,GoFleet Corporation
INV-060742,TPS Group Of Companies,2025-05-03,343.38,343.38,sent,N/A,GoFleet Corporation
INV-060741,Foss National Leasing Ltd.,2025-05-03,402.28,402.28,sent,N/A,GoFleet Corporation
INV-060740,Costy's Energy Service,2025-05-03,949.0,0.0,paid,N/A,GoFleet Corporation
INV-060739,Miller Waste Systems,2025-05-03,158.2,158.2,sent,N/A,GoFleet Corporation
INV-060738,"Seacore Seafood, Inc.",2025-05-03,282.5,282.5,sent,N/A,GoFleet Corporation
INV-060737,Miller Waste Systems,2025-05-03,146.9,146.9,sent,N/A,GoFleet Corporation
INV-060736,San Antonio Water System,2025-05-03,4525.02,4525.02,sent,N/A,GoFleet Corporation
INV-060735,Travale Tire,2025-05-03,254.25,254.25,sent,N/A,GoFleet Corporation
INV-060734,Maple Lane Farm Service,2025-05-03,186.45,0.0,paid,N/A,GoFleet Corporation
INV-060733,Starwood Landscape,2025-05-03,312.0,0.0,paid,N/A,GoFleet Corporation
INV-060732,Spray Lake Sawmills - Top Spray,2025-05-03,538.65,0.0,paid,N/A,GoFleet Corporation
INV-060731,Foss National Leasing Ltd.,2025-05-03,1139.04,1139.04,sent,N/A,GoFleet Corporation
INV-060730,Foss National Leasing Ltd.,2025-05-03,3165.13,3165.13,sent,N/A,GoFleet Corporation
INV-060729,Approved Site Services,2025-05-03,6793.2,6793.2,sent,N/A,GoFleet Corporation
INV-060728,V Trans Logistics Services LLC,2025-05-03,175.0,0.0,paid,N/A,GoFleet Corporation
INV-060727,MWI Metal Roofing,2025-05-03,148.12,0.0,paid,N/A,GoFleet Corporation
INV-060726,Superior Towing Services,2025-05-03,144.64,144.64,sent,N/A,GoFleet Corporation
INV-060725,Freewind Bus Service,2025-05-03,113.0,113.0,sent,N/A,GoFleet Corporation
INV-060724,Arbro Concrete Forming,2025-05-03,27.12,0.0,paid,N/A,GoFleet Corporation
INV-060723,Alpha Company Logistics LLC,2025-04-03,35.43,0.0,paid,N/A,GoFleet Corporation
INV-060722,Multifood Super Market,2025-05-03,26.54,0.0,paid,N/A,GoFleet Corporation
INV-060721,Lian sheng Wholesale,2025-05-03,69.0,0.0,paid,N/A,GoFleet Corporation
INV-060720,CLK/Carl’s Jr./Jamba Juice,2025-05-03,210.0,210.0,sent,N/A,GoFleet Corporation
INV-060719,0969055 B.C. LTD,2025-05-03,25.78,0.0,paid,N/A,GoFleet Corporation
INV-060718,Stidham's Rentals Inc,2025-05-03,309.0,0.0,paid,N/A,GoFleet Corporation
INV-060717,Jaddi Sardar Trucklines,2025-05-03,50.82,0.0,paid,N/A,GoFleet Corporation
INV-060716,James Fischer,2025-04-03,34.62,0.0,paid,N/A,GoFleet Corporation
INV-060715,Force Incorporated,2025-05-03,4288.04,4288.04,sent,N/A,GoFleet Corporation
INV-060714,Lamontagne Geophysics Limited,2025-05-03,93.93,0.0,paid,N/A,GoFleet Corporation
